series_id,year,period,value
CIU2020000300000I,2016,Q02,125.2
CIU2020000300000I,2016,Q01,124.0
CIU2020000300000I,2015,Q04,122.8
CIU2020000300000I,2015,Q03,122.2
CIU2020000300000I,2015,Q02,121.6
CIU2020000300000I,2015,Q01,121.6
CIU2020000300000I,2014,Q04,120.7
CIU2020000300000I,2014,Q03,120.1
CIU2020000300000I,2014,Q02,119.0
CIU2020000300000I,2014,Q01,118.5
CIU2020000300000I,2013,Q04,118.3
CIU2020000300000I,2013,Q03,117.6
CIU2020000300000I,2013,Q02,117.6
CIU2020000300000I,2013,Q01,117.2
CIU2020000300000I,2012,Q04,116.8
CIU2020000300000I,2012,Q03,116.2
CIU2020000300000I,2012,Q02,115.8
CIU2020000300000I,2012,Q01,115.4
CIU2020000300000I,2011,Q04,115.1
CIU2020000300000I,2011,Q03,114.6
CIU2020000300000I,2011,Q02,114.2
CIU2020000300000I,2011,Q01,114.2
CIU2020000300000I,2010,Q04,113.5
CIU2020000300000I,2010,Q03,113.3
CIU2020000300000I,2010,Q02,112.7
CIU2020000300000I,2010,Q01,112.6
CIU2020000300000Q,2024,Q04,0.8
CIU2020000300000Q,2024,Q03,0.9
CIU2020000300000Q,2024,Q02,1.2
CIU2020000300000Q,2024,Q01,1.4
CIU2020000300000Q,2023,Q04,0.6
CIU2020000300000Q,2023,Q03,1.0
CIU2020000300000Q,2023,Q02,1.1
CIU2020000300000Q,2023,Q01,1.6
CIU2020000300000Q,2022,Q04,1.1
CIU2020000300000Q,2022,Q03,1.8
CIU2020000300000Q,2022,Q02,1.8
CIU2020000300000Q,2022,Q01,2.2
CIU2020000300000Q,2021,Q04,2.1
CIU2020000300000Q,2021,Q03,2.2
CIU2020000300000Q,2021,Q02,1.9
CIU2020000300000Q,2021,Q01,1.7
CIU2020000300000Q,2020,Q04,1.0
CIU2020000300000Q,2020,Q03,0.9
CIU2020000300000Q,2020,Q02,0.7
CIU2020000300000Q,2020,Q01,1.2
CIU2020000300000Q,2019,Q04,1.2
CIU2020000300000Q,2019,Q03,0.6
CIU2020000300000Q,2019,Q02,1.0
CIU2020000300000Q,2019,Q01,1.4
CIU2020000300000Q,2018,Q04,0.9
CIU2020000300000Q,2018,Q03,0.9
CIU2020000300000Q,2018,Q02,0.8
CIU2020000300000Q,2018,Q01,1.3
CIU2020000300000Q,2017,Q04,0.8
CIU2020000300000Q,2017,Q03,0.7
CIU2020000300000Q,2017,Q02,0.5
CIU2020000300000Q,2017,Q01,1.2
CIU2020000300000Q,2016,Q04,0.6
CIU2020000300000Q,2016,Q03,1.0
CIU2020000300000Q,2016,Q02,1.0
CIU2020000300000Q,2016,Q01,1.0
CIU2020000300000Q,2015,Q04,0.5
CIU2020000300000Q,2015,Q03,0.5
CIU2020000300000Q,2015,Q02,0.0
CIU2020000300000Q,2015,Q01,0.7
CIU2020000300000Q,2014,Q04,0.5
CIU2020000300000Q,2014,Q03,0.9
CIU2020000300000Q,2014,Q02,0.4
CIU2020000300000Q,2014,Q01,0.2
CIU2020000300000Q,2013,Q04,0.6
CIU2020000300000Q,2013,Q03,0.0
CIU2020000300000Q,2013,Q02,0.3
CIU2020000300000Q,2013,Q01,0.3
CIU2020000300000Q,2012,Q04,0.5
CIU2020000300000Q,2012,Q03,0.3
CIU2020000300000Q,2012,Q02,0.3
CIU2020000300000Q,2012,Q01,0.3
CIU2020000300000Q,2011,Q04,0.4
CIU2020000300000Q,2011,Q03,0.4
CIU2020000300000Q,2011,Q02,0.0
CIU2020000300000Q,2011,Q01,0.6
CIU2020000300000Q,2010,Q04,0.2
CIU2020000300000Q,2010,Q03,0.5
CIU2020000300000Q,2010,Q02,0.1
CIU2020000300000Q,2010,Q01,0.3
CIU2020000400000A,2024,Q04,4.2
CIU2020000400000A,2024,Q03,4.4
CIU2020000400000A,2024,Q02,4.5
CIU2020000400000A,2024,Q01,4.5
CIU2020000400000A,2023,Q04,4.9
CIU2020000400000A,2023,Q03,4.7
CIU2020000400000A,2023,Q02,4.6
CIU2020000400000A,2023,Q01,4.8
CIU2020000400000A,2022,Q04,4.6
CIU2020000400000A,2022,Q03,4.7
CIU2020000400000A,2022,Q02,4.6
CIU2020000400000A,2022,Q01,4.4
CIU2020000400000A,2021,Q04,4.2
CIU2020000400000A,2021,Q03,3.9
CIU2020000400000A,2021,Q02,3.4
CIU2020000400000A,2021,Q01,2.7
CIU2020000400000A,2020,Q04,2.8
CIU2020000400000A,2020,Q03,2.7
CIU2020000400000A,2020,Q02,3.0
CIU2020000400000A,2020,Q01,3.7
CIU2020000400000A,2019,Q04,3.0
CIU2020000400000A,2019,Q03,3.0
CIU2020000400000A,2019,Q02,2.6
CIU2020000400000A,2019,Q01,2.4
CIU2020000400000A,2018,Q04,2.3
CIU2020000400000A,2018,Q03,2.2
CIU2020000400000A,2018,Q02,2.5
CIU2020000400000A,2018,Q01,2.7
CIU2020000400000A,2017,Q04,2.9
CIU2020000400000A,2017,Q03,3.0
CIU2020000400000A,2017,Q02,2.6
CIU2020000400000A,2017,Q01,2.6
CIU2020000400000A,2016,Q04,2.6
CIU2020000400000A,2016,Q03,2.3
CIU2020000400000A,2016,Q02,2.3
CIU2020000400000A,2016,Q01,2.1
CIU2020000400000A,2015,Q04,1.7
CIU2020000400000A,2015,Q03,1.9
CIU2020000400000A,2015,Q02,2.3
CIU2020000400000A,2015,Q01,2.0
CIU2020000400000A,2014,Q04,2.2
CIU2020000400000A,2014,Q03,2.0
CIU2020000400000A,2014,Q02,2.0
CIU2020000400000A,2014,Q01,1.8
CIU2020000400000A,2013,Q04,1.8
CIU2020000400000A,2013,Q03,1.6
CIU2020000400000A,2013,Q02,1.4
CIU2020000400000A,2013,Q01,1.4
CIU2020000400000A,2012,Q04,1.1
CIU2020000400000A,2012,Q03,1.2
CIU2020000400000A,2012,Q02,1.4
CIU2020000400000A,2012,Q01,1.7
CIU2020000400000A,2011,Q04,1.9
CIU2020000400000A,2011,Q03,1.9
CIU2020000400000A,2011,Q02,1.4
CIU2020000400000A,2011,Q01,1.1
CIU2020000400000A,2010,Q04,1.2
CIU2020000400000A,2010,Q03,1.3
CIU2020000400000A,2010,Q02,1.6
CIU2020000400000A,2010,Q01,1.7
CIU2020000400000I,2024,Q04,168.3
CIU2020000400000I,2024,Q03,166.8
CIU2020000400000I,2024,Q02,165.0
CIU2020000400000I,2024,Q01,163.2
CIU2020000400000I,2023,Q04,161.5
CIU2020000400000I,2023,Q03,159.7
CIU2020000400000I,2023,Q02,157.9
CIU2020000400000I,2023,Q01,156.2
CIU2020000400000I,2022,Q04,153.9
CIU2020000400000I,2022,Q03,152.6
CIU2020000400000I,2022,Q02,151.0
CIU2020000400000I,2022,Q01,149.0
CIU2020000400000I,2021,Q04,147.2
CIU2020000400000I,2021,Q03,145.8
CIU2020000400000I,2021,Q02,144.3
CIU2020000400000I,2021,Q01,142.7
CIU2020000400000I,2020,Q04,141.2
CIU2020000400000I,2020,Q03,140.3
CIU2020000400000I,2020,Q02,139.5
CIU2020000400000I,2020,Q01,139.0
CIU2020000400000I,2019,Q04,137.4
CIU2020000400000I,2019,Q03,136.6
CIU2020000400000I,2019,Q02,135.4
CIU2020000400000I,2019,Q01,134.1
CIU2020000400000I,2018,Q04,133.4
CIU2020000400000I,2018,Q03,132.6
CIU2020000400000I,2018,Q02,132.0
CIU2020000400000I,2018,Q01,130.9
CIU2020000400000I,2017,Q04,130.4
CIU2020000400000I,2017,Q03,129.8
CIU2020000400000I,2017,Q02,128.8
CIU2020000400000I,2017,Q01,127.5
CIU2020000400000I,2016,Q04,126.7
CIU2020000400000I,2016,Q03,126.0
CIU2020000400000I,2016,Q02,125.5
CIU2020000400000I,2016,Q01,124.3
CIU2020000400000I,2015,Q04,123.5
CIU2020000400000I,2015,Q03,123.2
CIU2020000400000I,2015,Q02,122.7
CIU2020000400000I,2015,Q01,121.7
CIU2020000400000I,2014,Q04,121.4
CIU2020000400000I,2014,Q03,120.9
CIU2020000400000I,2014,Q02,120.0
CIU2020000400000I,2014,Q01,119.3
CIU2020000400000I,2013,Q04,118.8
CIU2020000400000I,2013,Q03,118.5
CIU2020000400000I,2013,Q02,117.6
CIU2020000400000I,2013,Q01,117.2
CIU2020000400000I,2012,Q04,116.7
CIU2020000400000I,2012,Q03,116.6
CIU2020000400000I,2012,Q02,116.0
CIU2020000400000I,2012,Q01,115.6
CIU2020000400000I,2011,Q04,115.4
CIU2020000400000I,2011,Q03,115.2
CIU2020000400000I,2011,Q02,114.4
CIU2020000400000I,2011,Q01,113.7
CIU2020000400000I,2010,Q04,113.3
CIU2020000400000I,2010,Q03,113.1
CIU2020000400000I,2010,Q02,112.8
CIU2020000400000I,2010,Q01,112.5
CIU2020000400000Q,2024,Q04,0.9
CIU2020000400000Q,2024,Q03,1.1
CIU2020000400000Q,2024,Q02,1.1
CIU2020000400000Q,2024,Q01,1.1
CIU2020000400000Q,2023,Q04,1.1
CIU2020000400000Q,2023,Q03,1.1
CIU2020000400000Q,2023,Q02,1.1
CIU2020000400000Q,2023,Q01,1.5
CIU2020000400000Q,2022,Q04,0.9
CIU2020000400000Q,2022,Q03,1.1
CIU2020000400000Q,2022,Q02,1.3
CIU2020000400000Q,2022,Q01,1.2
CIU2020000400000Q,2021,Q04,1.0
CIU2020000400000Q,2021,Q03,1.0
CIU2020000400000Q,2021,Q02,1.1
CIU2020000400000Q,2021,Q01,1.1
CIU2020000400000Q,2020,Q04,0.6
CIU2020000400000Q,2020,Q03,0.6
CIU2020000400000Q,2020,Q02,0.4
CIU2020000400000Q,2020,Q01,1.2
CIU2020000400000Q,2019,Q04,0.6
CIU2020000400000Q,2019,Q03,0.9
CIU2020000400000Q,2019,Q02,1.0
CIU2020000400000Q,2019,Q01,0.5
CIU2020000400000Q,2018,Q04,0.6
CIU2020000400000Q,2018,Q03,0.5
CIU2020000400000Q,2018,Q02,0.8
CIU2020000400000Q,2018,Q01,0.4
CIU2020000400000Q,2017,Q04,0.5
CIU2020000400000Q,2017,Q03,0.8
CIU2020000400000Q,2017,Q02,1.0
CIU2020000400000Q,2017,Q01,0.6
CIU2020000400000Q,2016,Q04,0.6
CIU2020000400000Q,2016,Q03,0.4
CIU2020000400000Q,2016,Q02,1.0
CIU2020000400000Q,2016,Q01,0.6
CIU2020000400000Q,2015,Q04,0.2
CIU2020000400000Q,2015,Q03,0.4
CIU2020000400000Q,2015,Q02,0.8
CIU2020000400000Q,2015,Q01,0.2
CIU2020000400000Q,2014,Q04,0.4
CIU2020000400000Q,2014,Q03,0.8
CIU2020000400000Q,2014,Q02,0.6
CIU2020000400000Q,2014,Q01,0.4
CIU2020000400000Q,2013,Q04,0.3
CIU2020000400000Q,2013,Q03,0.8
CIU2020000400000Q,2013,Q02,0.3
CIU2020000400000Q,2013,Q01,0.4
CIU2020000400000Q,2012,Q04,0.1
CIU2020000400000Q,2012,Q03,0.5
CIU2020000400000Q,2012,Q02,0.3
CIU2020000400000Q,2012,Q01,0.2
CIU2020000400000Q,2011,Q04,0.2
CIU2020000400000Q,2011,Q03,0.7
CIU2020000400000Q,2011,Q02,0.6
CIU2020000400000Q,2011,Q01,0.4
CIU2020000400000Q,2010,Q04,0.2
CIU2020000400000Q,2010,Q03,0.3
CIU2020000400000Q,2010,Q02,0.3
CIU2020000400000Q,2010,Q01,0.4
CIU2020000500000A,2024,Q04,4.2
CIU2020000500000A,2024,Q03,5.3
CIU2020000500000A,2024,Q02,5.2
CIU2020000500000A,2024,Q01,5.2
CIU2020000500000A,2023,Q04,4.9
CIU2020000500000A,2023,Q03,4.2
CIU2020000500000A,2023,Q02,4.8
CIU2020000500000A,2023,Q01,5.1
CIU2020000500000A,2022,Q04,5.2
CIU2020000500000A,2022,Q03,5.9
CIU2020000500000A,2022,Q02,5.9
CIU2020000500000A,2022,Q01,6.2
CIU2020000500000A,2021,Q04,5.8
CIU2020000500000A,2021,Q03,5.1
CIU2020000500000A,2021,Q02,4.5
CIU2020000500000A,2021,Q01,3.5
CIU2020000500000A,2020,Q04,3.6
CIU2020000500000A,2020,Q03,3.7
CIU2020000500000A,2020,Q02,3.7
CIU2020000500000A,2020,Q01,3.6
CIU2020000500000A,2019,Q04,4.0
CIU2020000500000A,2019,Q03,3.5
CIU2020000500000A,2019,Q02,3.5
CIU2020000500000A,2019,Q01,3.6
CIU2020000500000A,2018,Q04,3.4
CIU2020000500000A,2018,Q03,3.3
CIU2020000500000A,2018,Q02,3.4
CIU2020000500000A,2018,Q01,3.4
CIU2020000500000A,2017,Q04,3.2
CIU2020000500000A,2017,Q03,3.3
CIU2020000500000A,2017,Q02,3.1
CIU2020000500000A,2017,Q01,3.3
CIU2020000500000A,2016,Q04,3.1
CIU2020000500000A,2016,Q03,3.0
CIU2020000500000A,2016,Q02,2.8
CIU2020000500000A,2016,Q01,2.6
CIU2020000500000A,2015,Q04,2.4
CIU2020000500000A,2015,Q03,2.2
CIU2020000500000A,2015,Q02,2.4
CIU2020000500000A,2015,Q01,2.4
CIU2020000500000A,2014,Q04,2.3
CIU2020000500000A,2014,Q03,2.5
CIU2020000500000A,2014,Q02,2.2
CIU2020000500000A,2014,Q01,1.9
CIU2020000500000A,2013,Q04,1.8
CIU2020000500000A,2013,Q03,1.7
CIU2020000500000A,2013,Q02,1.9
CIU2020000500000A,2013,Q01,1.8
CIU2020000500000A,2012,Q04,2.0
CIU2020000500000A,2012,Q03,2.0
CIU2020000500000A,2012,Q02,1.8
CIU2020000500000A,2012,Q01,1.9
CIU2020000500000A,2011,Q04,1.3
CIU2020000500000A,2011,Q03,1.3
CIU2020000500000A,2011,Q02,1.5
CIU2020000500000A,2011,Q01,1.6
CIU2020000500000A,2010,Q04,1.6
CIU2020000500000A,2010,Q03,1.6
CIU2020000500000A,2010,Q02,1.4
CIU2020000500000A,2010,Q01,1.4
CIU2020000500000I,2024,Q04,177.0
CIU2020000500000I,2024,Q03,176.0
CIU2020000500000I,2024,Q02,174.4
CIU2020000500000I,2024,Q01,172.6
CIU2020000500000I,2023,Q04,169.9
CIU2020000500000I,2023,Q03,167.2
CIU2020000500000I,2023,Q02,165.8
CIU2020000500000I,2023,Q01,164.1
CIU2020000500000I,2022,Q04,161.9
CIU2020000500000I,2022,Q03,160.5
CIU2020000500000I,2022,Q02,158.2
CIU2020000500000I,2022,Q01,156.2
CIU2020000500000I,2021,Q04,153.9
CIU2020000500000I,2021,Q03,151.6
CIU2020000500000I,2021,Q02,149.4
CIU2020000500000I,2021,Q01,147.1
CIU2020000500000I,2020,Q04,145.5
CIU2020000500000I,2020,Q03,144.2
CIU2020000500000I,2020,Q02,143.0
CIU2020000500000I,2020,Q01,142.1
CIU2020000500000I,2019,Q04,140.5
CIU2020000500000I,2019,Q03,139.1
CIU2020000500000I,2019,Q02,137.9
CIU2020000500000I,2019,Q01,137.1
CIU2020000500000I,2018,Q04,135.1
CIU2020000500000I,2018,Q03,134.4
CIU2020000500000I,2018,Q02,133.2
CIU2020000500000I,2018,Q01,132.3
CIU2020000500000I,2017,Q04,130.7
CIU2020000500000I,2017,Q03,130.1
CIU2020000500000I,2017,Q02,128.8
CIU2020000500000I,2017,Q01,128.0
CIU2020000500000I,2016,Q04,126.6
CIU2020000500000I,2016,Q03,125.9
CIU2020000500000I,2016,Q02,124.9
CIU2020000500000I,2016,Q01,123.9
CIU2020000500000I,2015,Q04,122.8
CIU2020000500000I,2015,Q03,122.2
CIU2020000500000I,2015,Q02,121.5
CIU2020000500000I,2015,Q01,120.8
CIU2020000500000I,2014,Q04,119.9
CIU2020000500000I,2014,Q03,119.6
CIU2020000500000I,2014,Q02,118.7
CIU2020000500000I,2014,Q01,118.0
CIU2020000500000I,2013,Q04,117.2
CIU2020000500000I,2013,Q03,116.7
CIU2020000500000I,2013,Q02,116.2
CIU2020000500000I,2013,Q01,115.8
CIU2020000500000I,2012,Q04,115.1
CIU2020000500000I,2012,Q03,114.7
CIU2020000500000I,2012,Q02,114.0
CIU2020000500000I,2012,Q01,113.7
CIU2020000500000I,2011,Q04,112.8
CIU2020000500000I,2011,Q03,112.5
CIU2020000500000I,2011,Q02,112.0
CIU2020000500000I,2011,Q01,111.6
CIU2020000500000I,2010,Q04,111.3
CIU2020000500000I,2010,Q03,111.1
CIU2020000500000I,2010,Q02,110.3
CIU2020000500000I,2010,Q01,109.8
CIU2020000500000Q,2024,Q04,0.6
CIU2020000500000Q,2024,Q03,0.9
CIU2020000500000Q,2024,Q02,1.0
CIU2020000500000Q,2024,Q01,1.6
CIU2020000500000Q,2023,Q04,1.6
CIU2020000500000Q,2023,Q03,0.8
CIU2020000500000Q,2023,Q02,1.0
CIU2020000500000Q,2023,Q01,1.4
CIU2020000500000Q,2022,Q04,0.9
CIU2020000500000Q,2022,Q03,1.5
CIU2020000500000Q,2022,Q02,1.3
CIU2020000500000Q,2022,Q01,1.5
CIU2020000500000Q,2021,Q04,1.5
CIU2020000500000Q,2021,Q03,1.5
CIU2020000500000Q,2021,Q02,1.6
CIU2020000500000Q,2021,Q01,1.1
CIU2020000500000Q,2020,Q04,0.9
CIU2020000500000Q,2020,Q03,0.8
CIU2020000500000Q,2020,Q02,0.6
CIU2020000500000Q,2020,Q01,1.1
CIU2020000500000Q,2019,Q04,1.0
CIU2020000500000Q,2019,Q03,0.9
CIU2020000500000Q,2019,Q02,0.6
CIU2020000500000Q,2019,Q01,1.5
CIU2020000500000Q,2018,Q04,0.5
CIU2020000500000Q,2018,Q03,0.9
CIU2020000500000Q,2018,Q02,0.7
CIU2020000500000Q,2018,Q01,1.2
CIU2020000500000Q,2017,Q04,0.5
CIU2020000500000Q,2017,Q03,1.0
CIU2020000500000Q,2017,Q02,0.6
CIU2020000500000Q,2017,Q01,1.1
CIU2020000500000Q,2016,Q04,0.6
CIU2020000500000Q,2016,Q03,0.8
CIU2020000500000Q,2016,Q02,0.8
CIU2020000500000Q,2016,Q01,0.9
CIU2020000500000Q,2015,Q04,0.5
CIU2020000500000Q,2015,Q03,0.6
CIU2020000500000Q,2015,Q02,0.6
CIU2020000500000Q,2015,Q01,0.8
CIU2020000500000Q,2014,Q04,0.3
CIU2020000500000Q,2014,Q03,0.8
CIU2020000500000Q,2014,Q02,0.6
CIU2020000500000Q,2014,Q01,0.7
CIU2020000500000Q,2013,Q04,0.4
CIU2020000500000Q,2013,Q03,0.4
CIU2020000500000Q,2013,Q02,0.3
CIU2020000500000Q,2013,Q01,0.6
CIU2020000500000Q,2012,Q04,0.3
CIU2020000500000Q,2012,Q03,0.6
CIU2020000500000Q,2012,Q02,0.3
CIU2020000500000Q,2012,Q01,0.8
CIU2020000500000Q,2011,Q04,0.3
CIU2020000500000Q,2011,Q03,0.4
CIU2020000500000Q,2011,Q02,0.4
CIU2020000500000Q,2011,Q01,0.3
CIU2020000500000Q,2010,Q04,0.2
CIU2020000500000Q,2010,Q03,0.7
CIU2020000500000Q,2010,Q02,0.5
CIU2020000500000Q,2010,Q01,0.2
CIU2023000000000A,2024,Q04,3.8
CIU2023000000000A,2024,Q03,4.0
CIU2023000000000A,2024,Q02,3.9
CIU2023000000000A,2024,Q01,4.0
CIU2023000000000A,2023,Q04,3.8
CIU2023000000000A,2023,Q03,3.9
CIU2023000000000A,2023,Q02,4.5
CIU2023000000000A,2023,Q01,4.9
CIU2023000000000A,2022,Q04,5.1
CIU2023000000000A,2022,Q03,5.2
CIU2023000000000A,2022,Q02,4.9
CIU2023000000000A,2022,Q01,4.9
CIU2023000000000A,2021,Q04,4.1
CIU2023000000000A,2021,Q03,3.7
CIU2023000000000A,2021,Q02,3.1
CIU2023000000000A,2021,Q01,2.5
CIU2023000000000A,2020,Q04,2.6
CIU2023000000000A,2020,Q03,2.7
CIU2023000000000A,2020,Q02,3.0
CIU2023000000000A,2020,Q01,3.1
CIU2023000000000A,2019,Q04,3.2
CIU2023000000000A,2019,Q03,3.1
CIU2023000000000A,2019,Q02,3.0
CIU2023000000000A,2019,Q01,2.9
CIU2023000000000A,2018,Q04,2.8
CIU2023000000000A,2018,Q03,2.6
CIU2023000000000A,2018,Q02,2.7
CIU2023000000000A,2018,Q01,2.6
CIU2023000000000A,2017,Q04,2.5
CIU2023000000000A,2017,Q03,2.4
CIU2023000000000A,2017,Q02,2.4
CIU2023000000000A,2017,Q01,2.5
CIU2023000000000A,2016,Q04,2.6
CIU2023000000000A,2016,Q03,2.8
CIU2023000000000A,2016,Q02,2.5
CIU2023000000000A,2016,Q01,2.6
CIU2023000000000A,2015,Q04,2.7
CIU2023000000000A,2015,Q03,2.4
CIU2023000000000A,2015,Q02,2.4
CIU2023000000000A,2015,Q01,2.4
CIU2023000000000A,2014,Q04,2.2
CIU2023000000000A,2014,Q03,2.1
CIU2023000000000A,2014,Q02,2.1
CIU2023000000000A,2014,Q01,2.0
CIU2023000000000A,2013,Q04,2.1
CIU2023000000000A,2013,Q03,2.0
CIU2023000000000A,2013,Q02,2.1
CIU2023000000000A,2013,Q01,1.8
CIU2023000000000A,2012,Q04,1.9
CIU2023000000000A,2012,Q03,1.9
CIU2023000000000A,2012,Q02,1.8
CIU2023000000000A,2012,Q01,1.9
CIU2023000000000A,2011,Q04,1.8
CIU2023000000000A,2011,Q03,1.7
CIU2023000000000A,2011,Q02,1.8
CIU2023000000000A,2011,Q01,1.9
CIU2023000000000A,2010,Q04,1.7
CIU2023000000000A,2010,Q03,1.8
CIU2023000000000A,2010,Q02,1.5
CIU2023000000000A,2010,Q01,1.2
CIU2023000000000I,2024,Q04,165.8
CIU2023000000000I,2024,Q03,164.8
CIU2023000000000I,2024,Q02,163.7
CIU2023000000000I,2024,Q01,162.3
CIU2023000000000I,2023,Q04,159.7
CIU2023000000000I,2023,Q03,158.4
CIU2023000000000I,2023,Q02,157.5
CIU2023000000000I,2023,Q01,156.0
CIU2023000000000I,2022,Q04,153.9
CIU2023000000000I,2022,Q03,152.5
CIU2023000000000I,2022,Q02,150.7
CIU2023000000000I,2022,Q01,148.7
CIU2023000000000I,2021,Q04,146.4
CIU2023000000000I,2021,Q03,145.0
CIU2023000000000I,2021,Q02,143.6
CIU2023000000000I,2021,Q01,141.8
CIU2023000000000I,2020,Q04,140.7
CIU2023000000000I,2020,Q03,139.8
CIU2023000000000I,2020,Q02,139.3
CIU2023000000000I,2020,Q01,138.4
CIU2023000000000I,2019,Q04,137.1
CIU2023000000000I,2019,Q03,136.1
CIU2023000000000I,2019,Q02,135.2
CIU2023000000000I,2019,Q01,134.2
CIU2023000000000I,2018,Q04,132.9
CIU2023000000000I,2018,Q03,132.0
CIU2023000000000I,2018,Q02,131.3
CIU2023000000000I,2018,Q01,130.4
CIU2023000000000I,2017,Q04,129.3
CIU2023000000000I,2017,Q03,128.7
CIU2023000000000I,2017,Q02,127.9
CIU2023000000000I,2017,Q01,127.1
CIU2023000000000I,2016,Q04,126.2
CIU2023000000000I,2016,Q03,125.7
CIU2023000000000I,2016,Q02,124.9
CIU2023000000000I,2016,Q01,124.0
CIU2023000000000I,2015,Q04,123.0
CIU2023000000000I,2015,Q03,122.3
CIU2023000000000I,2015,Q02,121.8
CIU2023000000000I,2015,Q01,120.8
CIU2023000000000I,2014,Q04,119.8
CIU2023000000000I,2014,Q03,119.4
CIU2023000000000I,2014,Q02,118.9
CIU2023000000000I,2014,Q01,118.0
CIU2023000000000I,2013,Q04,117.2
CIU2023000000000I,2013,Q03,116.9
CIU2023000000000I,2013,Q02,116.4
CIU2023000000000I,2013,Q01,115.7
CIU2023000000000I,2012,Q04,114.8
CIU2023000000000I,2012,Q03,114.6
CIU2023000000000I,2012,Q02,114.0
CIU2023000000000I,2012,Q01,113.6
CIU2023000000000I,2011,Q04,112.7
CIU2023000000000I,2011,Q03,112.5
CIU2023000000000I,2011,Q02,112.0
CIU2023000000000I,2011,Q01,111.5
CIU2023000000000I,2010,Q04,110.7
CIU2023000000000I,2010,Q03,110.6
CIU2023000000000I,2010,Q02,110.0
CIU2023000000000I,2010,Q01,109.4
CIU2023000000000Q,2024,Q04,0.6
CIU2023000000000Q,2024,Q03,0.7
CIU2023000000000Q,2024,Q02,0.9
CIU2023000000000Q,2024,Q01,1.6
CIU2023000000000Q,2023,Q04,0.8
CIU2023000000000Q,2023,Q03,0.6
CIU2023000000000Q,2023,Q02,1.0
CIU2023000000000Q,2023,Q01,1.4
CIU2023000000000Q,2022,Q04,0.9
CIU2023000000000Q,2022,Q03,1.2
CIU2023000000000Q,2022,Q02,1.3
CIU2023000000000Q,2022,Q01,1.6
CIU2023000000000Q,2021,Q04,1.0
CIU2023000000000Q,2021,Q03,1.0
CIU2023000000000Q,2021,Q02,1.3
CIU2023000000000Q,2021,Q01,0.8
CIU2023000000000Q,2020,Q04,0.6
CIU2023000000000Q,2020,Q03,0.4
CIU2023000000000Q,2020,Q02,0.7
CIU2023000000000Q,2020,Q01,0.9
CIU2023000000000Q,2019,Q04,0.7
CIU2023000000000Q,2019,Q03,0.7
CIU2023000000000Q,2019,Q02,0.7
CIU2023000000000Q,2019,Q01,1.0
CIU2023000000000Q,2018,Q04,0.7
CIU2023000000000Q,2018,Q03,0.5
CIU2023000000000Q,2018,Q02,0.7
CIU2023000000000Q,2018,Q01,0.9
CIU2023000000000Q,2017,Q04,0.5
CIU2023000000000Q,2017,Q03,0.6
CIU2023000000000Q,2017,Q02,0.6
CIU2023000000000Q,2017,Q01,0.7
CIU2023000000000Q,2016,Q04,0.4
CIU2023000000000Q,2016,Q03,0.6
CIU2023000000000Q,2016,Q02,0.7
CIU2023000000000Q,2016,Q01,0.8
CIU2023000000000Q,2015,Q04,0.6
CIU2023000000000Q,2015,Q03,0.4
CIU2023000000000Q,2015,Q02,0.8
CIU2023000000000Q,2015,Q01,0.8
CIU2023000000000Q,2014,Q04,0.3
CIU2023000000000Q,2014,Q03,0.4
CIU2023000000000Q,2014,Q02,0.8
CIU2023000000000Q,2014,Q01,0.7
CIU2023000000000Q,2013,Q04,0.3
CIU2023000000000Q,2013,Q03,0.4
CIU2023000000000Q,2013,Q02,0.6
CIU2023000000000Q,2013,Q01,0.8
CIU2023000000000Q,2012,Q04,0.2
CIU2023000000000Q,2012,Q03,0.5
CIU2023000000000Q,2012,Q02,0.4
CIU2023000000000Q,2012,Q01,0.8
CIU2023000000000Q,2011,Q04,0.2
CIU2023000000000Q,2011,Q03,0.4
CIU2023000000000Q,2011,Q02,0.4
CIU2023000000000Q,2011,Q01,0.7
CIU2023000000000Q,2010,Q04,0.1
CIU2023000000000Q,2010,Q03,0.5
CIU2023000000000Q,2010,Q02,0.5
CIU2023000000000Q,2010,Q01,0.5
CIU2023000100000A,2024,Q04,3.7
CIU2023000100000A,2024,Q03,3.9
CIU2023000100000A,2024,Q02,3.8
CIU2023000100000A,2024,Q01,3.5
CIU2023000100000A,2023,Q04,3.3
CIU2023000100000A,2023,Q03,3.4
CIU2023000100000A,2023,Q02,3.6
CIU2023000100000A,2023,Q01,3.6
CIU2023000100000A,2022,Q04,3.8
CIU2023000100000A,2022,Q03,3.9
CIU2023000100000A,2022,Q02,3.7
CIU2023000100000A,2022,Q01,3.8
CIU2023000100000A,2021,Q04,2.3
CIU2023000100000A,2021,Q03,2.2
CIU2023000100000A,2021,Q02,1.9
CIU2023000100000A,2021,Q01,1.4
CIU2023000100000A,2020,Q04,2.5
CIU2023000100000A,2020,Q03,2.4
CIU2023000100000A,2020,Q02,2.8
CIU2023000100000A,2020,Q01,3.0
CIU2023000100000A,2019,Q04,2.8
CIU2023000100000A,2019,Q03,2.9
CIU2023000100000A,2019,Q02,2.7
CIU2023000100000A,2019,Q01,2.8
CIU2023000100000A,2018,Q04,2.7
CIU2023000100000A,2018,Q03,2.5
CIU2023000100000A,2018,Q02,2.2
CIU2023000100000A,2018,Q01,2.0
