series_id,year,period,value
CIU2013000200000A,2017,Q01,2.0
CIU2013000200000A,2016,Q04,1.7
CIU2013000200000A,2016,Q03,2.3
CIU2013000200000A,2016,Q02,2.6
CIU2013000200000A,2016,Q01,3.1
CIU2013000200000A,2015,Q04,3.5
CIU2013000200000A,2015,Q03,3.0
CIU2013000200000A,2015,Q02,2.4
CIU2013000200000A,2015,Q01,2.3
CIU2013000200000A,2014,Q04,2.0
CIU2013000200000A,2014,Q03,2.4
CIU2013000200000A,2014,Q02,2.8
CIU2013000200000A,2014,Q01,2.4
CIU2013000200000A,2013,Q04,2.6
CIU2013000200000A,2013,Q03,2.0
CIU2013000200000A,2013,Q02,2.5
CIU2013000200000A,2013,Q01,1.7
CIU2013000200000A,2012,Q04,2.6
CIU2013000200000A,2012,Q03,2.8
CIU2013000200000A,2012,Q02,1.9
CIU2013000200000A,2012,Q01,2.6
CIU2013000200000A,2011,Q04,2.6
CIU2013000200000A,2011,Q03,2.7
CIU2013000200000A,2011,Q02,3.9
CIU2013000200000A,2011,Q01,3.8
CIU2013000200000A,2010,Q04,3.1
CIU2013000200000A,2010,Q03,2.9
CIU2013000200000A,2010,Q02,1.9
CIU2013000200000A,2010,Q01,0.7
CIU2013000200000I,2024,Q04,165.4
CIU2013000200000I,2024,Q03,164.7
CIU2013000200000I,2024,Q02,163.9
CIU2013000200000I,2024,Q01,163.8
CIU2013000200000I,2023,Q04,160.4
CIU2013000200000I,2023,Q03,159.4
CIU2013000200000I,2023,Q02,158.5
CIU2013000200000I,2023,Q01,156.8
CIU2013000200000I,2022,Q04,155.0
CIU2013000200000I,2022,Q03,153.2
CIU2013000200000I,2022,Q02,151.1
CIU2013000200000I,2022,Q01,148.8
CIU2013000200000I,2021,Q04,145.7
CIU2013000200000I,2021,Q03,145.0
CIU2013000200000I,2021,Q02,143.5
CIU2013000200000I,2021,Q01,141.9
CIU2013000200000I,2020,Q04,140.6
CIU2013000200000I,2020,Q03,139.9
CIU2013000200000I,2020,Q02,140.1
CIU2013000200000I,2020,Q01,139.6
CIU2013000200000I,2019,Q04,139.9
CIU2013000200000I,2019,Q03,138.8
CIU2013000200000I,2019,Q02,138.1
CIU2013000200000I,2019,Q01,136.8
CIU2013000200000I,2018,Q04,135.4
CIU2013000200000I,2018,Q03,134.7
CIU2013000200000I,2018,Q02,133.5
CIU2013000200000I,2018,Q01,132.4
CIU2013000200000I,2017,Q04,131.3
CIU2013000200000I,2017,Q03,130.9
CIU2013000200000I,2017,Q02,130.0
CIU2013000200000I,2017,Q01,129.0
CIU2013000200000I,2016,Q04,128.5
CIU2013000200000I,2016,Q03,128.1
CIU2013000200000I,2016,Q02,127.7
CIU2013000200000I,2016,Q01,126.5
CIU2013000200000I,2015,Q04,126.3
CIU2013000200000I,2015,Q03,125.2
CIU2013000200000I,2015,Q02,124.5
CIU2013000200000I,2015,Q01,122.7
CIU2013000200000I,2014,Q04,122.0
CIU2013000200000I,2014,Q03,121.6
CIU2013000200000I,2014,Q02,121.6
CIU2013000200000I,2014,Q01,119.9
CIU2013000200000I,2013,Q04,119.6
CIU2013000200000I,2013,Q03,118.8
CIU2013000200000I,2013,Q02,118.3
CIU2013000200000I,2013,Q01,117.1
CIU2013000200000I,2012,Q04,116.6
CIU2013000200000I,2012,Q03,116.5
CIU2013000200000I,2012,Q02,115.4
CIU2013000200000I,2012,Q01,115.1
CIU2013000200000I,2011,Q04,113.7
CIU2013000200000I,2011,Q03,113.3
CIU2013000200000I,2011,Q02,113.2
CIU2013000200000I,2011,Q01,112.2
CIU2013000200000I,2010,Q04,110.8
CIU2013000200000I,2010,Q03,110.3
CIU2013000200000I,2010,Q02,109.0
CIU2013000200000I,2010,Q01,108.1
CIU2013000200000Q,2024,Q04,0.4
CIU2013000200000Q,2024,Q03,0.5
CIU2013000200000Q,2024,Q02,0.1
CIU2013000200000Q,2024,Q01,2.1
CIU2013000200000Q,2023,Q04,0.6
CIU2013000200000Q,2023,Q03,0.6
CIU2013000200000Q,2023,Q02,1.1
CIU2013000200000Q,2023,Q01,1.2
CIU2013000200000Q,2022,Q04,1.2
CIU2013000200000Q,2022,Q03,1.4
CIU2013000200000Q,2022,Q02,1.5
CIU2013000200000Q,2022,Q01,2.1
CIU2013000200000Q,2021,Q04,0.5
CIU2013000200000Q,2021,Q03,1.0
CIU2013000200000Q,2021,Q02,1.1
CIU2013000200000Q,2021,Q01,0.9
CIU2013000200000Q,2020,Q04,0.5
CIU2013000200000Q,2020,Q03,-0.1
CIU2013000200000Q,2020,Q02,0.4
CIU2013000200000Q,2020,Q01,-0.2
CIU2013000200000Q,2019,Q04,0.8
CIU2013000200000Q,2019,Q03,0.5
CIU2013000200000Q,2019,Q02,1.0
CIU2013000200000Q,2019,Q01,1.0
CIU2013000200000Q,2018,Q04,0.5
CIU2013000200000Q,2018,Q03,0.9
CIU2013000200000Q,2018,Q02,0.8
CIU2013000200000Q,2018,Q01,0.8
CIU2013000200000Q,2017,Q04,0.3
CIU2013000200000Q,2017,Q03,0.7
CIU2013000200000Q,2017,Q02,0.8
CIU2013000200000Q,2017,Q01,0.4
CIU2013000200000Q,2016,Q04,0.3
CIU2013000200000Q,2016,Q03,0.3
CIU2013000200000Q,2016,Q02,0.9
CIU2013000200000Q,2016,Q01,0.2
CIU2013000200000Q,2015,Q04,0.9
CIU2013000200000Q,2015,Q03,0.6
CIU2013000200000Q,2015,Q02,1.5
CIU2013000200000Q,2015,Q01,0.6
CIU2013000200000Q,2014,Q04,0.3
CIU2013000200000Q,2014,Q03,0.0
CIU2013000200000Q,2014,Q02,1.4
CIU2013000200000Q,2014,Q01,0.3
CIU2013000200000Q,2013,Q04,0.7
CIU2013000200000Q,2013,Q03,0.4
CIU2013000200000Q,2013,Q02,1.0
CIU2013000200000Q,2013,Q01,0.4
CIU2013000200000Q,2012,Q04,0.1
CIU2013000200000Q,2012,Q03,1.0
CIU2013000200000Q,2012,Q02,0.3
CIU2013000200000Q,2012,Q01,1.2
CIU2013000200000Q,2011,Q04,0.4
CIU2013000200000Q,2011,Q03,0.1
CIU2013000200000Q,2011,Q02,0.9
CIU2013000200000Q,2011,Q01,1.3
CIU2013000200000Q,2010,Q04,0.5
CIU2013000200000Q,2010,Q03,1.2
CIU2013000200000Q,2010,Q02,0.8
CIU2013000200000Q,2010,Q01,0.6
CIU2013000400000A,2024,Q04,4.3
CIU2013000400000A,2024,Q03,4.3
CIU2013000400000A,2024,Q02,4.0
CIU2013000400000A,2024,Q01,3.9
CIU2013000400000A,2023,Q04,3.9
CIU2013000400000A,2023,Q03,4.0
CIU2013000400000A,2023,Q02,4.0
CIU2013000400000A,2023,Q01,4.3
CIU2013000400000A,2022,Q04,4.1
CIU2013000400000A,2022,Q03,3.6
CIU2013000400000A,2022,Q02,4.2
CIU2013000400000A,2022,Q01,3.8
CIU2013000400000A,2021,Q04,3.4
CIU2013000400000A,2021,Q03,3.7
CIU2013000400000A,2021,Q02,2.8
CIU2013000400000A,2021,Q01,2.9
CIU2013000400000A,2020,Q04,3.1
CIU2013000400000A,2020,Q03,2.7
CIU2013000400000A,2020,Q02,2.8
CIU2013000400000A,2020,Q01,2.7
CIU2013000400000A,2019,Q04,2.3
CIU2013000400000A,2019,Q03,2.2
CIU2013000400000A,2019,Q02,1.6
CIU2013000400000A,2019,Q01,1.5
CIU2013000400000A,2018,Q04,1.1
CIU2013000400000A,2018,Q03,1.6
CIU2013000400000A,2018,Q02,2.7
CIU2013000400000A,2018,Q01,2.7
CIU2013000400000A,2017,Q04,2.8
CIU2013000400000A,2017,Q03,2.1
CIU2013000400000A,2017,Q02,1.7
CIU2013000400000A,2017,Q01,1.6
CIU2013000400000A,2016,Q04,2.2
CIU2013000400000A,2016,Q03,2.6
CIU2013000400000A,2016,Q02,2.6
CIU2013000400000A,2016,Q01,2.5
CIU2013000400000A,2015,Q04,2.4
CIU2013000400000A,2015,Q03,2.2
CIU2013000400000A,2015,Q02,2.2
CIU2013000400000A,2015,Q01,2.0
CIU2013000400000A,2014,Q04,2.6
CIU2013000400000A,2014,Q03,2.1
CIU2013000400000A,2014,Q02,2.0
CIU2013000400000A,2014,Q01,2.1
CIU2013000400000A,2013,Q04,1.8
CIU2013000400000A,2013,Q03,2.2
CIU2013000400000A,2013,Q02,3.0
CIU2013000400000A,2013,Q01,3.2
CIU2013000400000A,2012,Q04,1.9
CIU2013000400000A,2012,Q03,1.5
CIU2013000400000A,2012,Q02,0.4
CIU2013000400000A,2012,Q01,1.5
CIU2013000400000A,2011,Q04,3.0
CIU2013000400000A,2011,Q03,3.1
CIU2013000400000A,2011,Q02,3.5
CIU2013000400000A,2011,Q01,2.3
CIU2013000400000A,2010,Q04,3.0
CIU2013000400000A,2010,Q03,3.3
CIU2013000400000A,2010,Q02,2.8
CIU2013000400000A,2010,Q01,2.7
CIU2013000400000I,2024,Q04,162.7
CIU2013000400000I,2024,Q03,161.0
CIU2013000400000I,2024,Q02,159.6
CIU2013000400000I,2024,Q01,157.9
CIU2013000400000I,2023,Q04,156.0
CIU2013000400000I,2023,Q03,154.4
CIU2013000400000I,2023,Q02,153.4
CIU2013000400000I,2023,Q01,151.9
CIU2013000400000I,2022,Q04,150.1
CIU2013000400000I,2022,Q03,148.5
CIU2013000400000I,2022,Q02,147.5
CIU2013000400000I,2022,Q01,145.7
CIU2013000400000I,2021,Q04,144.2
CIU2013000400000I,2021,Q03,143.3
CIU2013000400000I,2021,Q02,141.5
CIU2013000400000I,2021,Q01,140.3
CIU2013000400000I,2020,Q04,139.4
CIU2013000400000I,2020,Q03,138.2
CIU2013000400000I,2020,Q02,137.6
CIU2013000400000I,2020,Q01,136.4
CIU2013000400000I,2019,Q04,135.2
CIU2013000400000I,2019,Q03,134.6
CIU2013000400000I,2019,Q02,133.9
CIU2013000400000I,2019,Q01,132.8
CIU2013000400000I,2018,Q04,132.1
CIU2013000400000I,2018,Q03,131.7
CIU2013000400000I,2018,Q02,131.8
CIU2013000400000I,2018,Q01,130.8
CIU2013000400000I,2017,Q04,130.7
CIU2013000400000I,2017,Q03,129.6
CIU2013000400000I,2017,Q02,128.3
CIU2013000400000I,2017,Q01,127.3
CIU2013000400000I,2016,Q04,127.2
CIU2013000400000I,2016,Q03,126.9
CIU2013000400000I,2016,Q02,126.1
CIU2013000400000I,2016,Q01,125.3
CIU2013000400000I,2015,Q04,124.5
CIU2013000400000I,2015,Q03,123.7
CIU2013000400000I,2015,Q02,122.9
CIU2013000400000I,2015,Q01,122.2
CIU2013000400000I,2014,Q04,121.6
CIU2013000400000I,2014,Q03,121.0
CIU2013000400000I,2014,Q02,120.2
CIU2013000400000I,2014,Q01,119.8
CIU2013000400000I,2013,Q04,118.5
CIU2013000400000I,2013,Q03,118.5
CIU2013000400000I,2013,Q02,117.9
CIU2013000400000I,2013,Q01,117.3
CIU2013000400000I,2012,Q04,116.4
CIU2013000400000I,2012,Q03,116.0
CIU2013000400000I,2012,Q02,114.5
CIU2013000400000I,2012,Q01,113.7
CIU2013000400000I,2011,Q04,114.2
CIU2013000400000I,2011,Q03,114.3
CIU2013000400000I,2011,Q02,114.0
CIU2013000400000I,2011,Q01,112.0
CIU2013000400000I,2010,Q04,110.9
CIU2013000400000I,2010,Q03,110.9
CIU2013000400000I,2010,Q02,110.1
CIU2013000400000I,2010,Q01,109.5
CIU2013000400000Q,2024,Q04,1.1
CIU2013000400000Q,2024,Q03,0.9
CIU2013000400000Q,2024,Q02,1.1
CIU2013000400000Q,2024,Q01,1.2
CIU2013000400000Q,2023,Q04,1.0
CIU2013000400000Q,2023,Q03,0.7
CIU2013000400000Q,2023,Q02,1.0
CIU2013000400000Q,2023,Q01,1.2
CIU2013000400000Q,2022,Q04,1.1
CIU2013000400000Q,2022,Q03,0.7
CIU2013000400000Q,2022,Q02,1.2
CIU2013000400000Q,2022,Q01,1.0
CIU2013000400000Q,2021,Q04,0.6
CIU2013000400000Q,2021,Q03,1.3
CIU2013000400000Q,2021,Q02,0.9
CIU2013000400000Q,2021,Q01,0.6
CIU2013000400000Q,2020,Q04,0.9
CIU2013000400000Q,2020,Q03,0.4
CIU2013000400000Q,2020,Q02,0.9
CIU2013000400000Q,2020,Q01,0.9
CIU2013000400000Q,2019,Q04,0.4
CIU2013000400000Q,2019,Q03,0.5
CIU2013000400000Q,2019,Q02,0.8
CIU2013000400000Q,2019,Q01,0.5
CIU2013000400000Q,2018,Q04,0.3
CIU2013000400000Q,2018,Q03,-0.1
CIU2013000400000Q,2018,Q02,0.8
CIU2013000400000Q,2018,Q01,0.1
CIU2013000400000Q,2017,Q04,0.8
CIU2013000400000Q,2017,Q03,1.0
CIU2013000400000Q,2017,Q02,0.8
CIU2013000400000Q,2017,Q01,0.1
CIU2013000400000Q,2016,Q04,0.2
CIU2013000400000Q,2016,Q03,0.6
CIU2013000400000Q,2016,Q02,0.6
CIU2013000400000Q,2016,Q01,0.6
CIU2013000400000Q,2015,Q04,0.6
CIU2013000400000Q,2015,Q03,0.7
CIU2013000400000Q,2015,Q02,0.6
CIU2013000400000Q,2015,Q01,0.5
CIU2013000400000Q,2014,Q04,0.5
CIU2013000400000Q,2014,Q03,0.7
CIU2013000400000Q,2014,Q02,0.3
CIU2013000400000Q,2014,Q01,1.1
CIU2013000400000Q,2013,Q04,0.0
CIU2013000400000Q,2013,Q03,0.5
CIU2013000400000Q,2013,Q02,0.5
CIU2013000400000Q,2013,Q01,0.8
CIU2013000400000Q,2012,Q04,0.3
CIU2013000400000Q,2012,Q03,1.3
CIU2013000400000Q,2012,Q02,0.7
CIU2013000400000Q,2012,Q01,-0.4
CIU2013000400000Q,2011,Q04,-0.1
CIU2013000400000Q,2011,Q03,0.3
CIU2013000400000Q,2011,Q02,1.8
CIU2013000400000Q,2011,Q01,1.0
CIU2013000400000Q,2010,Q04,0.0
CIU2013000400000Q,2010,Q03,0.7
CIU2013000400000Q,2010,Q02,0.5
CIU2013000400000Q,2010,Q01,1.7
CIU2013000500000A,2024,Q04,4.0
CIU2013000500000A,2024,Q03,4.3
CIU2013000500000A,2024,Q02,4.2
CIU2013000500000A,2024,Q01,4.1
CIU2013000500000A,2023,Q04,3.9
CIU2013000500000A,2023,Q03,3.8
CIU2013000500000A,2023,Q02,4.4
CIU2013000500000A,2023,Q01,4.7
CIU2013000500000A,2022,Q04,5.4
CIU2013000500000A,2022,Q03,5.5
CIU2013000500000A,2022,Q02,5.7
CIU2013000500000A,2022,Q01,5.6
CIU2013000500000A,2021,Q04,4.5
CIU2013000500000A,2021,Q03,4.3
CIU2013000500000A,2021,Q02,3.4
CIU2013000500000A,2021,Q01,3.0
CIU2013000500000A,2020,Q04,3.0
CIU2013000500000A,2020,Q03,3.0
CIU2013000500000A,2020,Q02,3.2
CIU2013000500000A,2020,Q01,2.9
CIU2013000500000A,2019,Q04,3.1
CIU2013000500000A,2019,Q03,2.9
CIU2013000500000A,2019,Q02,2.5
CIU2013000500000A,2019,Q01,2.3
CIU2013000500000A,2018,Q04,1.9
CIU2013000500000A,2018,Q03,1.8
CIU2013000500000A,2018,Q02,2.8
CIU2013000500000A,2018,Q01,2.9
CIU2013000500000A,2017,Q04,2.8
CIU2013000500000A,2017,Q03,2.9
CIU2013000500000A,2017,Q02,2.4
CIU2013000500000A,2017,Q01,2.4
CIU2013000500000A,2016,Q04,2.4
CIU2013000500000A,2016,Q03,2.6
CIU2013000500000A,2016,Q02,2.5
CIU2013000500000A,2016,Q01,2.3
CIU2013000500000A,2015,Q04,2.5
CIU2013000500000A,2015,Q03,2.3
CIU2013000500000A,2015,Q02,2.3
CIU2013000500000A,2015,Q01,2.2
CIU2013000500000A,2014,Q04,2.2
CIU2013000500000A,2014,Q03,2.1
CIU2013000500000A,2014,Q02,1.7
CIU2013000500000A,2014,Q01,1.8
CIU2013000500000A,2013,Q04,1.6
CIU2013000500000A,2013,Q03,1.4
CIU2013000500000A,2013,Q02,1.7
CIU2013000500000A,2013,Q01,1.9
CIU2013000500000A,2012,Q04,1.0
CIU2013000500000A,2012,Q03,1.2
CIU2013000500000A,2012,Q02,0.9
CIU2013000500000A,2012,Q01,1.5
CIU2013000500000A,2011,Q04,2.6
CIU2013000500000A,2011,Q03,2.4
CIU2013000500000A,2011,Q02,2.9
CIU2013000500000A,2011,Q01,2.1
CIU2013000500000A,2010,Q04,2.6
CIU2013000500000A,2010,Q03,2.6
CIU2013000500000A,2010,Q02,2.2
CIU2013000500000A,2010,Q01,2.2
CIU2013000500000I,2024,Q04,165.4
CIU2013000500000I,2024,Q03,164.2
CIU2013000500000I,2024,Q02,163.1
CIU2013000500000I,2024,Q01,161.2
CIU2013000500000I,2023,Q04,159.0
CIU2013000500000I,2023,Q03,157.4
CIU2013000500000I,2023,Q02,156.5
CIU2013000500000I,2023,Q01,154.9
CIU2013000500000I,2022,Q04,153.0
CIU2013000500000I,2022,Q03,151.7
CIU2013000500000I,2022,Q02,149.9
CIU2013000500000I,2022,Q01,147.9
CIU2013000500000I,2021,Q04,145.2
CIU2013000500000I,2021,Q03,143.8
CIU2013000500000I,2021,Q02,141.8
CIU2013000500000I,2021,Q01,140.1
CIU2013000500000I,2020,Q04,138.9
CIU2013000500000I,2020,Q03,137.9
CIU2013000500000I,2020,Q02,137.2
CIU2013000500000I,2020,Q01,136.0
CIU2013000500000I,2019,Q04,134.9
CIU2013000500000I,2019,Q03,133.9
CIU2013000500000I,2019,Q02,133.0
CIU2013000500000I,2019,Q01,132.2
CIU2013000500000I,2018,Q04,130.8
CIU2013000500000I,2018,Q03,130.1
CIU2013000500000I,2018,Q02,129.8
CIU2013000500000I,2018,Q01,129.2
CIU2013000500000I,2017,Q04,128.3
CIU2013000500000I,2017,Q03,127.8
CIU2013000500000I,2017,Q02,126.3
CIU2013000500000I,2017,Q01,125.6
CIU2013000500000I,2016,Q04,124.8
CIU2013000500000I,2016,Q03,124.2
CIU2013000500000I,2016,Q02,123.4
CIU2013000500000I,2016,Q01,122.7
CIU2013000500000I,2015,Q04,121.9
CIU2013000500000I,2015,Q03,121.0
CIU2013000500000I,2015,Q02,120.4
CIU2013000500000I,2015,Q01,119.9
CIU2013000500000I,2014,Q04,118.9
CIU2013000500000I,2014,Q03,118.3
CIU2013000500000I,2014,Q02,117.7
CIU2013000500000I,2014,Q01,117.3
CIU2013000500000I,2013,Q04,116.3
CIU2013000500000I,2013,Q03,115.9
CIU2013000500000I,2013,Q02,115.7
CIU2013000500000I,2013,Q01,115.2
CIU2013000500000I,2012,Q04,114.5
CIU2013000500000I,2012,Q03,114.3
CIU2013000500000I,2012,Q02,113.8
CIU2013000500000I,2012,Q01,113.1
CIU2013000500000I,2011,Q04,113.4
CIU2013000500000I,2011,Q03,112.9
CIU2013000500000I,2011,Q02,112.8
CIU2013000500000I,2011,Q01,111.4
CIU2013000500000I,2010,Q04,110.5
CIU2013000500000I,2010,Q03,110.3
CIU2013000500000I,2010,Q02,109.6
CIU2013000500000I,2010,Q01,109.1
CIU2013000500000Q,2024,Q04,0.7
CIU2013000500000Q,2024,Q03,0.7
CIU2013000500000Q,2024,Q02,1.2
CIU2013000500000Q,2024,Q01,1.4
CIU2013000500000Q,2023,Q04,1.0
CIU2013000500000Q,2023,Q03,0.6
CIU2013000500000Q,2023,Q02,1.0
CIU2013000500000Q,2023,Q01,1.2
CIU2013000500000Q,2022,Q04,0.9
CIU2013000500000Q,2022,Q03,1.2
CIU2013000500000Q,2022,Q02,1.4
CIU2013000500000Q,2022,Q01,1.9
CIU2013000500000Q,2021,Q04,1.0
CIU2013000500000Q,2021,Q03,1.4
CIU2013000500000Q,2021,Q02,1.2
CIU2013000500000Q,2021,Q01,0.9
CIU2013000500000Q,2020,Q04,0.7
CIU2013000500000Q,2020,Q03,0.5
CIU2013000500000Q,2020,Q02,0.9
CIU2013000500000Q,2020,Q01,0.8
CIU2013000500000Q,2019,Q04,0.7
CIU2013000500000Q,2019,Q03,0.7
CIU2013000500000Q,2019,Q02,0.6
CIU2013000500000Q,2019,Q01,1.1
CIU2013000500000Q,2018,Q04,0.5
CIU2013000500000Q,2018,Q03,0.2
CIU2013000500000Q,2018,Q02,0.5
CIU2013000500000Q,2018,Q01,0.7
CIU2013000500000Q,2017,Q04,0.4
CIU2013000500000Q,2017,Q03,1.2
CIU2013000500000Q,2017,Q02,0.6
CIU2013000500000Q,2017,Q01,0.6
CIU2013000500000Q,2016,Q04,0.5
CIU2013000500000Q,2016,Q03,0.6
CIU2013000500000Q,2016,Q02,0.6
CIU2013000500000Q,2016,Q01,0.7
CIU2013000500000Q,2015,Q04,0.7
CIU2013000500000Q,2015,Q03,0.5
CIU2013000500000Q,2015,Q02,0.4
CIU2013000500000Q,2015,Q01,0.8
CIU2013000500000Q,2014,Q04,0.5
CIU2013000500000Q,2014,Q03,0.5
CIU2013000500000Q,2014,Q02,0.3
CIU2013000500000Q,2014,Q01,0.9
CIU2013000500000Q,2013,Q04,0.3
CIU2013000500000Q,2013,Q03,0.2
CIU2013000500000Q,2013,Q02,0.4
CIU2013000500000Q,2013,Q01,0.6
CIU2013000500000Q,2012,Q04,0.2
CIU2013000500000Q,2012,Q03,0.4
CIU2013000500000Q,2012,Q02,0.6
CIU2013000500000Q,2012,Q01,-0.3
CIU2013000500000Q,2011,Q04,0.4
CIU2013000500000Q,2011,Q03,0.1
CIU2013000500000Q,2011,Q02,1.3
CIU2013000500000Q,2011,Q01,0.8
CIU2013000500000Q,2010,Q04,0.2
CIU2013000500000Q,2010,Q03,0.6
CIU2013000500000Q,2010,Q02,0.5
CIU2013000500000Q,2010,Q01,1.3
CIU2014000000000A,2024,Q04,3.3
CIU2014000000000A,2024,Q03,4.1
CIU2014000000000A,2024,Q02,4.3
CIU2014000000000A,2024,Q01,4.4
CIU2014000000000A,2023,Q04,4.6
CIU2014000000000A,2023,Q03,4.3
CIU2014000000000A,2023,Q02,4.3
CIU2014000000000A,2023,Q01,4.4
CIU2014000000000A,2022,Q04,4.9
CIU2014000000000A,2022,Q03,5.8
CIU2014000000000A,2022,Q02,6.3
CIU2014000000000A,2022,Q01,5.9
CIU2014000000000A,2021,Q04,5.2
CIU2014000000000A,2021,Q03,4.4
CIU2014000000000A,2021,Q02,3.5
CIU2014000000000A,2021,Q01,3.2
CIU2014000000000A,2020,Q04,3.1
CIU2014000000000A,2020,Q03,2.6
CIU2014000000000A,2020,Q02,2.9
CIU2014000000000A,2020,Q01,2.7
CIU2014000000000A,2019,Q04,2.9
CIU2014000000000A,2019,Q03,2.6
CIU2014000000000A,2019,Q02,3.1
CIU2014000000000A,2019,Q01,3.3
CIU2014000000000A,2018,Q04,3.4
CIU2014000000000A,2018,Q03,3.5
CIU2014000000000A,2018,Q02,3.1
CIU2014000000000A,2018,Q01,3.0
CIU2014000000000A,2017,Q04,3.0
CIU2014000000000A,2017,Q03,2.9
CIU2014000000000A,2017,Q02,2.4
CIU2014000000000A,2017,Q01,2.7
CIU2014000000000A,2016,Q04,2.8
CIU2014000000000A,2016,Q03,2.4
CIU2014000000000A,2016,Q02,3.0
CIU2014000000000A,2016,Q01,2.8
CIU2014000000000A,2015,Q04,2.0
CIU2014000000000A,2015,Q03,2.4
CIU2014000000000A,2015,Q02,2.4
CIU2014000000000A,2015,Q01,2.7
CIU2014000000000A,2014,Q04,2.6
CIU2014000000000A,2014,Q03,3.0
CIU2014000000000A,2014,Q02,2.5
CIU2014000000000A,2014,Q01,2.3
CIU2014000000000A,2013,Q04,2.7
CIU2014000000000A,2013,Q03,2.1
CIU2014000000000A,2013,Q02,1.9
CIU2014000000000A,2013,Q01,1.8
CIU2014000000000A,2012,Q04,2.0
CIU2014000000000A,2012,Q03,2.2
CIU2014000000000A,2012,Q02,2.5
CIU2014000000000A,2012,Q01,2.9
CIU2014000000000A,2011,Q04,2.4
CIU2014000000000A,2011,Q03,2.4
CIU2014000000000A,2011,Q02,2.1
CIU2014000000000A,2011,Q01,1.9
CIU2014000000000A,2010,Q04,2.4
CIU2014000000000A,2010,Q03,2.3
CIU2014000000000A,2010,Q02,2.6
CIU2014000000000A,2010,Q01,1.9
CIU2014000000000I,2024,Q04,173.1
CIU2014000000000I,2024,Q03,172.4
CIU2014000000000I,2024,Q02,171.5
CIU2014000000000I,2024,Q01,169.4
CIU2014000000000I,2023,Q04,167.5
CIU2014000000000I,2023,Q03,165.6
CIU2014000000000I,2023,Q02,164.4
CIU2014000000000I,2023,Q01,162.2
CIU2014000000000I,2022,Q04,160.1
CIU2014000000000I,2022,Q03,158.8
CIU2014000000000I,2022,Q02,157.6
CIU2014000000000I,2022,Q01,155.3
CIU2014000000000I,2021,Q04,152.6
CIU2014000000000I,2021,Q03,150.1
CIU2014000000000I,2021,Q02,148.3
CIU2014000000000I,2021,Q01,146.7
CIU2014000000000I,2020,Q04,145.1
CIU2014000000000I,2020,Q03,143.8
CIU2014000000000I,2020,Q02,143.3
CIU2014000000000I,2020,Q01,142.2
CIU2014000000000I,2019,Q04,140.7
CIU2014000000000I,2019,Q03,140.1
CIU2014000000000I,2019,Q02,139.2
CIU2014000000000I,2019,Q01,138.4
CIU2014000000000I,2018,Q04,136.8
CIU2014000000000I,2018,Q03,136.5
CIU2014000000000I,2018,Q02,135.0
CIU2014000000000I,2018,Q01,134.0
CIU2014000000000I,2017,Q04,132.3
CIU2014000000000I,2017,Q03,131.9
CIU2014000000000I,2017,Q02,130.9
CIU2014000000000I,2017,Q01,130.1
CIU2014000000000I,2016,Q04,128.5
CIU2014000000000I,2016,Q03,128.2
CIU2014000000000I,2016,Q02,127.8
CIU2014000000000I,2016,Q01,126.7
CIU2014000000000I,2015,Q04,125.0
CIU2014000000000I,2015,Q03,125.2
CIU2014000000000I,2015,Q02,124.1
CIU2014000000000I,2015,Q01,123.2
CIU2014000000000I,2014,Q04,122.6
CIU2014000000000I,2014,Q03,122.3
CIU2014000000000I,2014,Q02,121.2
CIU2014000000000I,2014,Q01,120.0
CIU2014000000000I,2013,Q04,119.5
CIU2014000000000I,2013,Q03,118.7
CIU2014000000000I,2013,Q02,118.2
CIU2014000000000I,2013,Q01,117.3
CIU2014000000000I,2012,Q04,116.4
CIU2014000000000I,2012,Q03,116.3
CIU2014000000000I,2012,Q02,116.0
CIU2014000000000I,2012,Q01,115.2
CIU2014000000000I,2011,Q04,114.1
CIU2014000000000I,2011,Q03,113.8
CIU2014000000000I,2011,Q02,113.2
CIU2014000000000I,2011,Q01,112.0
CIU2014000000000I,2010,Q04,111.4
CIU2014000000000I,2010,Q03,111.1
CIU2014000000000I,2010,Q02,110.9
CIU2014000000000I,2010,Q01,109.9
CIU2014000000000Q,2024,Q04,0.4
CIU2014000000000Q,2024,Q03,0.5
CIU2014000000000Q,2024,Q02,1.2
CIU2014000000000Q,2024,Q01,1.1
CIU2014000000000Q,2023,Q04,1.1
CIU2014000000000Q,2023,Q03,0.7
CIU2014000000000Q,2023,Q02,1.4
CIU2014000000000Q,2023,Q01,1.3
CIU2014000000000Q,2022,Q04,0.8
CIU2014000000000Q,2022,Q03,0.8
CIU2014000000000Q,2022,Q02,1.5
CIU2014000000000Q,2022,Q01,1.8
CIU2014000000000Q,2021,Q04,1.7
CIU2014000000000Q,2021,Q03,1.2
CIU2014000000000Q,2021,Q02,1.1
CIU2014000000000Q,2021,Q01,1.1
CIU2014000000000Q,2020,Q04,0.9
CIU2014000000000Q,2020,Q03,0.3
CIU2014000000000Q,2020,Q02,0.8
CIU2014000000000Q,2020,Q01,1.1
CIU2014000000000Q,2019,Q04,0.4
CIU2014000000000Q,2019,Q03,0.6
CIU2014000000000Q,2019,Q02,0.6
CIU2014000000000Q,2019,Q01,1.2
CIU2014000000000Q,2018,Q04,0.2
CIU2014000000000Q,2018,Q03,1.1
CIU2014000000000Q,2018,Q02,0.7
